Q202042	euskaltzaindia
Q29530	liberty_leading_the_people
Q4225076	aleksandr_vasilievich_kobelev
Q202362	sf_ntu_gheorghe
Q914041	cl_dynavert
Q1876360	luis_cabrera_herrera
Q3894486	paolo_sirena
Q1815135	palau_reial_de_pedralbes
Q86401	edmund_oscar_von_lippmann
Q24546189	eduard_dziminschi
Q33135325	q
Q30065495	q
Q309832	igor_smirnov
Q1916846	dmitry_dubyago
Q12177470	knight_commander_of_the_order_of_the_bath
Q33135323	q
Q2153029	swedish_travelling_exhibitions
Q6526751	leo_grozavu
Q33135328	q
Q27554169	q
Q153018	maximilian_schell
Q11922921	q
16004	
Q5179620	cowcaddens
Q910180	mausoleum_of_the_first_qin_emperor
Q4284648	q
Q31431768	q
Q1382185	renato_cesarini
Q3610691	alex_mantiero
Q28946420	keith_eubank
Q31106298	q
Q209857	kingdom_of_lombardy_venetia
Q30097961	ignace_brunel
52340	
Q1634485	protagoras
Q1634484	hugh_moffatt
Q30571055	q
Q1156982	bedford_stuyvesant
Q166436	bushrod_washington
Q30065582	q
Q17323860	the_dutch_herring_fleet_under_sail
Q5728080	biblioteca_p_blica_rafael_alberti
Q1156985	wcw_world_tag_team_championship
Q1549386	uwe_schneidewind
Q332583	karim_khan
Q5055954	cecil_beresford_ramage
Q3184206	joseph_charles_maurice_mathieu_de_la_redorte
Q332587	des_browne_baron_browne_of_ladyton
Q332586	pierre_adolphe_ch_ruel
Q3085145	fran_ois_lefebvre_de_caumartin
Q842070	sami_v_nsk
Q3541430	tr_n_v_n_kh
Q2977424	claude_fuzier
Q30968906	q
Q27561854	q
Q437228	marie_pleyel
Q30063663	q
Q376335	mikhail_ulyanov
Q127959	norman_lockyer
Q657872	percy
Q437226	kaitlyn_ashley
Q21005493	jack_cuzick
Q569417	anschutz_entertainment_group
Q5860011	fernando_ortiz
Q11445604	makoto_okunaka
Q2943476	ca_dat
Q724707	mickey_hargitay
Q215272	john_van_nes_ziegler
Q24567731	q
Q17341871	q
Q31106062	q
Q29385568	claviorganum
Q5134192	clinton_n_jie
Q207464	oguchi_onyewu
Q29385563	natural_trumpet_in_d
Q28048744	samuel_taylor_coleridge
Q207468	bay_of_kotor
Q3159250	jacques_lambert
Q4980313	fredrika_stenhammar
Q782162	henri_anier
xkh	xkh
Q11852330	anu_wartiovaara
xkm	xkm
Q798194	bachkirche_arnstadt
Q30064366	q
Q975866	eddie_mabo
Q30064364	q
Q1806380	royal_niger_company
Q30064362	q
Q26998474	miniature_after_raphael_s_madonna_della_sedia
Q30064360	q
Q23768	las_vegas
Q28048747	thomas_jones
Q2514663	worship
Q28032580	hermann_berg
Q3067362	peyre_aveyron
Q469877	rebecca_gibney
Q30064368	q
Q322185	edward_hitchcock
Q19826767	j_larry_jameson
Flag%20of%20Bolivia.svg	http_commons_wikimedia_org_wiki_special_filepath_flag_of_bolivia_svg
Q41548	antonio_banderas
Q20557890	armel_morgant
Q41542	dracula
Q6779503	mary_everest_boole
Q306870	abby_aldrich_rockefeller
Q20534713	jos_mar_a_beltr_n_veiga
Q3792453	igor_zaniolo
Q503886	sterling_morrison
Q4028318	adolf_and_catharina_croeser_known_as_the_burgomaster_of_delft_and_his_daughter
Q20510231	armen_enovk
Q20510237	q
Q2597420	den_gouden_harynck
Q1338709	marc_ren_de_voyer_de_paulmy_d_argenson
Q2457912	edwin_ouon
Q3038266	dov_zerah
Q1199190	denis_stracqualursi
Q920131	british_sea_power
Q38199753	hubert_jausion
Q3084237	fran_ois_chaussier
Q24699689	q
Q937432	earl_bathurst
Q69028	friedrich_gottlieb_welcker
Q36856216	q
Q23955889	q
Q23955884	q
Q31207494	q
Q475295	armando_valladares
Q23955887	q
Q23955881	q
Q23955883	q
Q30975549	q
Q102428	fritz_foerster
Q27569214	q
Q102421	peter_simon
www.orange.co.uk	http_www_orange_co_uk
Q973830	cazaux_air_base
Q23726524	jacqueline_piatier
Q30101629	q
Q22970739	jean_de_foix
Q3479265	serge_degallaix
Q12735109	mary_priestley
Q29919826	q
Q30939622	q
Q33390458	q
Q122525	richard_fehr
Q42853665	scherpenisse
Q27529972	q
Q7350820	robert_william_wallis
Q1279207	q
Q28048743	folliott_herbert_walker_cornewall
Q17347393	the_duet
Q30035620	q
Q27555977	q
Q31855124	q
Q336776	david_carnegie_th_earl_of_northesk
Q27515522	q
Q28042083	king_henry_vi
Q17025230	q
Q17025235	yue_da_mining_holdings_limited
Q2547440	tanacu
Q30548229	q
Q20510492	q
Q28048742	sir_david_wilkie
Q450686	antje_jackel_n
Q1067913	charu_majumdar
Q30874432	q
Q3929168	raffaele_sergio
Q41262642	church_of_santa_mar_a_de_la_asunci_n
Q12141047	oleksandr_poliak_square
Q23925411	gheorghe_brebeanu
Q23925414	d_nu_b_d_u
Q24568240	q
Q23925416	marin_p_un
Q23925417	nicolae_v_rzaru
Q27915682	pierre_fillon
Q17023693	china_tian_lun_gas_holdings_limited
Q971098	ben_foden
Q8465355	labsk_p_skovce_protected_landscape_area
Q1990897	nikolay_skomorokhov
Q19666882	victor_mansaray
Q1409298	sean_wilentz
Q1556074	rachel_billington
Q282830	oenopides
Q25712980	franti_ek_pe_ina
Q1409294	federico_bettoni
Q38232362	q
Q1175555	guszt_v_megyesi
Q23912147	r_du_macovei
Q36866442	q
Q7831770	tracy_k_smith
Q325085	holtzwihr
Q12725040	plopii_sl_vite_ti
Q21165845	david_laing
Q123577	us_open
Q30083470	q
Q1222010	dieter_graumann
Q27556133	q
Q1190819	m_ieru
Q12030698	q
Q12030696	q
Q3777567	ellestadite_mineral_group
Q5114203	gropni_a
Q3152230	european_institute_of_food_history
Q1637118	radio_libertaire
Q22340938	q
Q24285712	engelmann_graf_coindet_co
Q5686984	haymarket_books
Q984191	john_o_brennan
Q15551	sitges
Q164312	anton_n_vehla
Q1637110	pouilly_le_monial
28402	
Q15720388	q
Q13736050	jan_de_boer
28406	
Q451330	ivan_matveevich_vinogradov
Q451331	jacques_tits
Q767846	aubry_en_exmes
Q2068877	chauncy_harris
Q38091962	q
Q27016904	kicki_hultin
Q20051304	q
Q71302	johannes_st_ffler
Q1371423	smail_hamdani
Q2640723	alejandro_adem
Q441562	lily_weiding
Q4315005	national_research_technological_university
Q1349722	jacques_lisfranc_de_st_martin
Q30966948	q
Q212350	heugon
Q937852	david_rose
Q1332706	landesmuseum_w_rttemberg
Q521114	martin_neil_baily
Q171334	zaporizhzhya_oblast
Q28043726	john_claypole
Q27541550	q
Q6376820	kathleen_man_gyllenhaal
Q1267340	robert_ricklefs
Q1782960	northern_evangelical_lutheran_church
Q17338529	q
Q8008558	william_ellis
Q2179175	jean_de_gribaldy
Q945641	peter_freuchen
Q28966658	kamil_kula
Q258240	imperial_count
Q27517582	q
Q17038403	infinity_financial_group
Q2537428	tv_tropes
Q4270343	billboard_year_end_hot_singles_of
Q333897	nicholas_vansittart_st_baron_bexley
Q26698351	dorel_grigore_vancea
14429	
Q20512893	ninel_gharajyan
Q2239589	chechen_autonomous_oblast
Q231783	jeanne_d_vreux
Q555682	jan_kaplick
Q20512899	q
Q28722593	luhanka_municipal_council
Q688060	lavaux
Q723627	marston_morse
Q4256802	sergey_levchenko
Q318494	abel_resino
Q1438634	fort_mchenry
Q318496	abel_servien
Q318491	abel_salazar
Q384521	katherine_kelly
Q27527263	q
Q318492	panagiotis_pikrammenos
Q2605657	oimari
Q29976833	q
Q5058418	d_rlos
Q19664227	william_martley
Q38035959	q
Q15694480	bike_aid
Q15120836	herbert_staude
Q235946	elizabeth_bishop
Q235940	ivete_sangalo
Q10288374	q
Q8408850	q
Q37181762	colette_hubert
Q28722596	larsmo_municipal_council
Q235949	despina_vandi
Q26157434	grigore_mih_e
Q676014	fredrik_risp
Q1510434	gerd_bollmann
Q923678	montier_en_der
Q30075290	q
Q7176133	peter_norton
Q331497	john_whiteside_parsons
Q91697	sabine_verheyen
Q845543	corbon
Q816096	belmont
Q24343227	ewa_tuwim_wo_niak
Q575352	konso
Q86872	erwin_b_nning
Q19823640	gheorghe_v_leanu
Q4276594	poly_property
Q885105	theological_college_wuppertal_bethel
Q23902015	q
Q937277	saint_cyr
Q2832337	aldo_vollono
Q23902011	q
Q937273	madeleine_malraux
Q37343047	q
Q17322981	arcadian_landscape_with_herdsmen_and_cattle
Q17034233	q
Q1149033	t_nis_lukas
Q1149031	gregory_vlastos
Q442031	gunnel_vallquist
Q7416647	sandra_jansen
Q2660424	otto_olsson
Q38146989	q
Q5099857	china_power_clean_energy_development_company_limited
Q5099856	china_power_international_development
Q172684	aleister_crowley
Q31688739	q
Q32036365	q
Q94314	sophie_dawes_baronne_de_feuch_res
Q24090307	q
Q1640475	karla_chadimov
Q677945	artonges
Q101306	zephyrinus
Q6241658	m_rten_wikstr_m
Q27566283	q
Q27510901	q
Q6370128	karen_witter
Q31872912	q
Q3064009	fabrizio_ficini
Q27510905	q
Q6707666	lydia_mutsch
Q27510908	q
Q33389894	q
Q1647123	ian_ogilvy
Q38987	tony_tan_keng_yam
Q12171854	inteu
Q1051550	danny_jones
Q2503974	uwe_b_carstensen
Q27529080	q
Q21145121	monasterio_de_las_trinitarias_de_el_toboso
Q1429790	florian_langenscheidt
Q27529089	q
Q28051118	ramsay_macdonald
Q2606852	moroeni
Q29907489	mauro_rosa_da_silva
Q17519173	l_arl_sienne
Q7034676	nik_wheeler
Q595668	tilburg_university
Q3720263	efrem_milanese
PA00090704	pa
Q23058129	kristoffer_halvorsen
Q3378238	phare_de_gravelines
Q30615666	q
Q10438395	q
Q494596	philipp_kirkorov
Q29474877	robert_stannard
Q4926472	benjamin
Q5665205	harrisburg_air_national_guard_base
Q23926277	alain_bacquet
Q16609540	ospedaletti_ligure_railway_station
Q2830184	alain_poyart
Q30717816	q
Q3778968	guglielmo_mecozzi
Q11441037	osaka_prefectural_library
Q27556682	q
Q1614703	hertha_doreck
Q5219293	daniele_pedrelli
Q337304	sergio_castelletti
Q948199	ren_de_la_croix_de_castries
Q6112509	m_ris_ku_inskis
Q37342311	q
Q2315360	sr_a_popovi
Q31512888	q
Q27556687	q
Q28927539	baby_dump
Q124229	lolita_morena
Q764125	action_party
Q28052441	camila_batmanghelidjh
Q4013687	vinicio_espinal
Q16369846	q
Q1641986	sainte_p_lagie_prison
Q27556684	q
24439	
Q3420826	raymond_durand
Q36861131	q
Q46868	i_m_pei
Q30144281	q
Q303767	andrei_eberhardt
Q1876497	luca_pierino_cornolti
Q46865	ourou_r
Q638715	boston_and_maine_corporation
Q23906222	q
Q29044163	q
Q23719024	antoine_bouchacourt
Q28048551	john_boydell
Q28048552	edward_dayes
Q28048554	francis_rawdon_hastings_st_marquess_of_hastings
Q81893	hryvnia
Q28048556	sir_william_sidney_smith
Q28048557	unknown_woman_formerly_known_as_lady_margaret_beaufort_countess_of_richmond_and_derby
Q17340147	q
Q896949	bradford_robotic_telescope
Q468252	michael_peter_ancher
Q28049949	sir_edward_sabine
Q2574395	willem_kloos
Q10671063	sk_lan_gas_station
Q23697728	q
Q8633	varese_calcio
Q17275874	beach_scene
Q819372	jarz
Q2861807	armand_consid_re
Q481622	simson
Q3956149	sergio_lancini
Q300071	q
Q30584639	q
Q21769874	cannondale_drapac
Q389216	marie_de_hautefort
Q30584635	q
Q30584634	q
Q30584636	q
Q30584631	q
Q37459	nicole_kidman
Q149748	medea_benjamin
57432	
Q1606870	alessandro_carrozza
Q345265	henri_maspero
Q17321201	portrait_of_a_man
Q27554397	q
Q28050425	unknown_man_formerly_known_as_charles_george_gordon
Q27554394	q
Q11418363	q
Q17321208	portrait_of_willem_van_oldenbarneveldt_lord_of_stoutenburg_cavalry_captain_in_spanish_and_dutch_service
Q5092161	gostinu
Q7680776	tamara_brooks
Q15627047	adrien_gu_bhard
Q7131181	panio_gianopoulos
Q4724923	ali_kaes
Q24568199	q
Q29018611	osamu_fujimura
Q27516366	q
Q435195	arthur_m_schlesinger
Q17320977	horsepond_near_a_boundary_stone
Q3769811	giulio_zaro
Q26690528	florea_poienar
Q15807030	catalan_museum_of_archaeology
Q3741877	federico_righi
Q27538096	q
Q94887	khan_academy
Q22004248	wladimiro_falcone
Q23017300	isabella_yolyan
Q1672300	ipsos
Q993521	marcel_mouloudji
Q1104048	avir
Q3119424	guido_debernardi
Q38340797	ad_le_de_bellegarde
Q4503332	q
Q2949890	historical_left
Q28050251	samuel_sharpe
Q38037564	q
Q36860264	q
Q6794252	mavis_leno
Q38141404	q
Q27576234	q
Q27576236	q
Q42297637	ursula_elchlepp
Q27576231	q
Q27576233	q
Q221971	tim_blake
Q22211421	olga_had_i
Q21408231	kranuan
Q4924401	klaas_landsman
Q817095	benefits_supervisor_sleeping
Q11863195	q
Q20267585	the_rape_of_europa
Q703935	leonard_sidney_woolf
Q1440331	fracastorius
Q951941	social_credit_party_of_canada
Q895413	bowen_island
Q3948254	sandro_medolago
Q695828	arnold_mvuemba
Q42232	mail_ru
Q16147548	bagrati_cathedral_and_gelati_monastery
Q283107	charles_the_younger
Q17320974	the_bucking_gray
Q387377	young_spartans_exercising
Q12273116	bellicius_tebanianus
Q1184884	vargas_de_tecalitl_n
Q4897147	m_nica_terribas
Q10705692	q
Q10705693	q
Q24350538	ioan_florin_ciul
Q37020832	q
Q1608303	marcello_castellini
71578	
Q2149591	richard_gothe
Q1098721	andrea_ivan
Q31029041	q
Q24350530	ion_florin_mo
Flag%20of%20the%20Republic%20of%20China.svg	http_commons_wikimedia_org_wiki_special_filepath_flag_of_the_republic_of_china_svg
Q679986	isabella_countess_of_vertus
Q182921	rez_sh_h
Q1145748	giuseppe_peruchetti
Q31147679	q
Q7194861	pinball_clemons
Q1608241	mario_castellazzi
Q133267	lev_landau
Q28042566	sir_richard_grenville
Q30558962	q
Q1699382	limburger_domsingknaben
Q1726789	canton_of_pont_marcq
699,1995	
Q20658901	q
Q1691159	jochen_r_ckert
Q3430376	riccardo_maritozzi
Q932829	zakir_naik
Q21280229	reint_jan_renes
Q28056867	q
Q862716	la_lande_sur_dr_me
Q21933175	charny_or_e_de_puisaye
Q19899497	djeke_mambo
Q12571159	q
Q27514630	q
Q15710492	limbicher_weg
Q29383356	robe_kosode_with_shells_and_sea_grasses
Q5065452	bude_ti
Q766780	s_lciua
Q766782	the_jewish_bride
Q444271	helen_ferguson
Q14627564	donkeyride
Q12720668	andrei_gerea
Q1519	abu_dhabi
Q347652	laurent_de_gouvion_saint_cyr
Q20742708	ludwig_genzel
Q578326	university_of_jyv_skyl
Q861252	museu_nacional_d_art_de_catalunya
Q20742707	knut_wolfgang_n_rr
Q12720660	andrei_chiliman
Q20742705	klaus_dieter_v_hringer
Q290786	stefan_dragutin
Q20742703	klaus_thurau
Q20742701	klaus_sch_fer
Q75328	mongchontoseong_station
Q30173794	q
Q3259442	lorens_marmstedt
Q30532473	q
Q3856827	michele_troiano
Q23956387	q
Q428448	huangdi_neijing
Q6695948	luca_petri
Q4473066	q
Q21536788	denis_lovegrove
Q834276	labastide_murat
Q20512913	aram_tananyan
Q44983	erwin_hoffer
Q4045597	op_financial_group
Q2425230	thomas_jurk
Q17330913	self_portrait
Q24880625	jacques_yvon_ndolou
Q21750266	louis_boyer
Q17521146	king_force_security
Q10287613	q
Q31468256	q
Q11568706	toshihito_kumagai
Q23309026	vasile_leau
Q25391242	sarroux_saint_julien
Q28045057	abraham_stanyan
Q15304780	mehdi_jomaa
Q7911417	valeriu_strele
Q28000141	naples_with_mount_vesuvius
Q33244677	q
Q2360403	norman_e_brinker
Q285966	hawkwind
Q29383080	venezia
Q225909	dingolfing
Q1678197	q
Q26240755	p_ter_tivadar_kerekes
Q3767227	giovanni_ferretti
Q954665	wolfgang_rindler
Q262573	dorothy_hamill
Q28043216	sir_william_daniel
Q1871628	louis_de_geer
Q3391346	juan_de_arespacochaga
Q38692835	arthur_christoph
Q3838569	luciano_delfino
Q3858804	mirco_gubellini
Q12636082	q
Q39258498	prehistoric_rock_art_site_of_the_c_a_valley_and_siega_verde
Q1132519	jacques_p_pin
Q38134809	q
Q3838561	luciano_d_alfonso
Q26046129	adrian_radu_m_h_lean
Q17334718	q
Q33023755	q
Q33317312	q
Q3893962	paolo_de_giovanni
Q1223142	gerald_v_of_armagnac
Q21973777	lionel_marie
Q26046125	d_nu_petri_or_mitrea
Q29384362	plaque_warrior_and_attendants
Q3617000	angelo_frappampina
Q29384360	snuff_tray
Q27449968	dee_ann_story
Q29384364	lidded_saltcellar
Q29383359	sword_guard_in_the_form_of_confronted_dragons
Q29384368	ceremonial_banner_palepai_maju
Q1457396	ludwig_hollburg
Q27449963	ep_infrastructure
Q866708	posidonius
Q7103206	orlando_urbano
Q2239699	strabo
Q866702	petit
Q664240	general_berthelot
Q6161812	jasminko_veli
Q17378201	corporal
Q82708	church_of_england
Q31203973	q
Q38186009	q
Q429718	flammarion
Q337531	acad_mie_des_beaux_arts
Q7615914	stewart_perowne
Q33604150	q
Q253308	shirley_booth
Q273604	cole_normale_sup_rieure_de_cachan
Q273605	cole_normale_sup_rieure_lettres_et_sciences_humaines
Q3919	gaborone
Q3918	university
Q273600	cole_nationale_v_t_rinaire_d_alfort
Q3911	albert_ii
Q3910	albert_ii
Q18663587	saint_gertrude
Q30075884	q
Q8356	valladolid
Q6761661	maria_ygnacia_lopez_de_carrillo
Q1811812	lee_hall
Q21069280	gaby_biermann
Q21069281	wolfgang_oschwald
Q23698041	michal_hrdli_ka
Q672698	alberto_bigon
Q21069289	w_lke_wolfgang
Q2067897	jean_paul_huchon
Q17334818	landscape_with_fruits_and_vegetables_in_the_foreground
Q195130	cl_ment_grenier
Q5588665	anders_johan_bruzelius
Q14914110	thorsten_semrau
Q37852184	q
Q4475055	q
Q392335	nafa_urbach
Q17322796	interior_with_woman_at_the_spinning_wheel
Q671527	ren_burri
Q21970485	lamentation_of_christ
Q2554725	bundeswehr_research_institute_for_materials_fuels_and_lubricants
Q3145879	q
PortugueseFlag1385.svg	http_commons_wikimedia_org_wiki_special_filepath_portugueseflag_svg
Q15614826	george_biskup
Q14708424	gilcrease_museum
Q3068794	jean_haritschelhar
Q379157	dharmendra
Q33135878	q
Q27570646	q
Q27570643	q
Q27570640	q
Q4554790	th_intelligence_wing
Q208425	michael_bradley
Q5366688	elmer_truesdell_merrill
Flag%20of%20Papua%20New%20Guinea%201970.svg	http_commons_wikimedia_org_wiki_special_filepath_flag_of_papua_new_guinea_svg
Q27570648	q
Q5253729	delhi_aerocity
Q51252	uffizi
Q29385010	bahram_gur_sees_a_herd_of_deer_mesmerized_by_dilaram_s_music_folio_from_a_khamsa_quintet_of_amir_khusrau_dihlavi
Q7436370	scott_frost
Q7320	nazi_party
Q17338159	reception_of_the_dutch_ambassador_hieronymus_van_beverningk_by_the_spanish_queen_regent_maria_anna_of_austria_march
Q7322	christopher_columbus
Q3878978	negre_ti
Q7324	james_cook
Q47576	ars_ne_wenger
BEK 1810 (MK)	bek_mk
Q7327	yuri_gagarin
Q30205328	q
Q3595385	pinarayi_vijayan
Q18116456	q
Q17341419	portrait_of_the_children_of_barend_goudriaan
Q658975	university_of_lausanne
Q2625337	george_hearn
Q28028273	original_negative_of_the_noticiero_icaic_lationamericano
Q28028272	on_the_birth_of_a_nation_turning_points
Q28028271	old_fonds_of_the_historical_archive_at_colegio_de_vizca_nas_women_s_education_and_support_in_the_history_of_the_world
Q28028270	official_records_of_tibet_from_the_yuan_dynasty_china
Q28028277	papyrus_erzherzog_rainer
Q28028276	pages_of_testimony_collection_yad_vashem_jerusalem
Q28028275	ostromir_gospel
Q28028274	original_records_of_carlos_gardel_horacio_loriente_collection
Q896571	olof_celsius
Q69314	loki_schmidt
Q28028279	permanent_collection_of_the_eleanor_roosevelt_papers_project
Q28028278	peace_treaties_ahdnames_concluded_from_the_mid_th_century_to_late_th_century_between_the_kingdom_or_republic_of_poland_a
Q7819055	tommaso_ceccarelli
Q33136913	st_phane_layani
Q5284870	dixie_lee
Q7794266	thomas_sugrue
Q24568402	q
Q1912345	max_b_rger
Q151126	jeanne_d_alcy
Q4459751	margaret_tallichet
Q31033427	q
Q24256639	q
Q852148	f_d_ration_burkinab_de_football
Q20033298	jakob_michelsen
Q1009339	moli_res_glandaz
Q38044279	q
Q6233635	john_forgeham
Q31032224	q
Q26690625	lajos_cende
Q38044275	q
Q368896	mintimer_shaimiev
Q7887638	providence_friars
Q11063640	china_kangda_food_company_limited
Q950834	kurumoch_international_airport
Q28445568	tommy_vietor
Q16014294	mary_sophia_bentham
Q3101208	masoud_kimiai
Q1242500	q
Q28038661	uwe_frithjof_haustein
Q10466282	q
Q37168859	q
Q1203429	kong_bu_ji
Q342774	frankie_laine
Q1388821	saint_maurice_sur_dargoire
Q713943	ivan_papanin
Q37430191	q
Q785357	virginia_military_institute
Q4990939	lili_ziedner
Q1203426	samsonite
Q1203425	q
Q1255838	draper
Q18537342	nicolae_alevra
Q22084418	q
Q11836951	judith_anna_roberts
Q20512229	q
Q156469	siim_kallas
Q6080146	plaza_de_pedro_zerolo
Q27530883	q
Q18671394	henry_gordon
Q7068904	nukunul
Q2019158	federation_of_the_democratic_and_socialist_left
Q1266986	elisabeth_freundlich
Q30868926	q
Q3310322	michel_maurice_bokanowski
1690-01-01T00:00:00Z	t_z
Q20851420	q
Q30868923	q
Q63983	ludwig_knorr
1410-01-01T00:00:00Z	t_z
Q212862	east_river
Q6148778	jan_de_maeseneer
Q5555239	ghaith_pharaon
Q212867	park_g_ell
Q6864282	robert_haim
Q27093876	torgny_sj_strand
Q15787318	beate_meinl_reisinger
Q48301	martin_heidegger
Q22338731	q
Q26155916	daniel_salaverry
45349	
Q5930999	gustaf_lagercrantz
Q1136981	vadim_gerasimov
Q38206639	florence_portelli
Q485466	jung_suk_won
Q1672733	iris_gleicke
Q5056303	f_nt_nele
Q26701849	emil_florin_mocan
Q932031	oude_ijsselstreek
Q26701844	mircea_radu
Q541535	julia_campbell
Q26701842	tibor_laszlo_miklos
Q6218850	gustaf_af_ugglas
Q26701840	ovidiu_dumitru_m_l_ncr_vean
Q26701841	l_szl_zsolt_f_l_p
Q41212317	anna_zavershinskaya
Q160362	theophrastus
Q4495481	q
Q12749341	branko_ljivi
Q17334813	the_virgin_and_child
Q668294	kamerun
Q5353614	may_lo
Q475942	francisco_boix
Q16859105	elizabeth_smith
Q15922179	pierre_guignabaudet
Q1156642	warner_bros_television
Q3935940	rinaldo_pretti
Q17904794	portrait_of_a_woman_possibly_maria_larp
Q2568122	angelababy
Q35236	herbert_hoover
Q28042979	sir_thomas_fleming
Q29949668	jean_pierre_rossignol
Q58174	h_seyin_zg_rg_n
Q17334812	interior_of_the_portuguese_synagogue_in_amsterdam
Q936908	katv
Q31960122	q
Q19886687	ebenezer_alden
Q20962177	andr_broedelet
Q988095	la_haye_du_puits
Q33046019	q
Q27516846	q
Q2420772	adriaan_vlacq
Q316479	djamel_mesbah
Q15407121	lucie_faure_goyau
Q17340706	landscape_with_the_baptism_of_the_eunuch
Q3564972	nino_malinverni
Q18573218	susannah_and_the_elders
Q63369	karl_gotthard_lamprecht
Q1770290	aleksandra_kumorek
Q18704864	memorial_walter_benjamin_portbou
Q10905045	china_sinostar_group
Q324028	john_crichton_stuart_rd_marquess_of_bute
Q1690425	markus_becker
Q3523657	theodor_canter
Q1411222	george_mason_university
Q89055	heinrich_wolfgang_leopoldt
Q3083488	fran_ois_louis_auvity
Q1210146	lions
Q5069985	crevedia
Q3083487	fran_ois_joseph_de_beaupoil_de_sainte_aulaire
Q1953130	ouasim_bouy
Q4135816	church_of_saint_george_yuriev_monastery
Q26697817	gyula_rp_d_david
Q74806	inge_h_ger
Q74807	wolf_wilhelm_friedrich_von_baudissin
Q4469268	zinaida_v_udalcova
Q1989	saskatchewan
Q240677	nicholas_ray
Q1983	oingt
Q10961701	frances_ford_seymour
Q4469264	ivan_udaltsov
Q3804393	italo_defendi
Q30049859	swarup_singh_of_gingee
Q1717824	j_rgen_werner
Q559913	dietersburg
Q4987709	pia_brandelius
Q335613	roman_caamal
Flag%20of%20Hungary%20%281919%29.svg	http_commons_wikimedia_org_wiki_special_filepath_flag_of_hungary_svg
Q31031144	q
Q5091598	v_c_reni
uok	uok
